From	Usage	To	Weight	 	 
.chart.annotations.CategoryPointerAnnotation	uses	.chart.plot.CategoryPlot	5		
.chart.annotations.CategoryPointerAnnotation	uses	.chart.axis.CategoryAxis	2		
.chart.annotations.CategoryPointerAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.CategoryPointerAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.CategoryPointerAnnotation	uses	.text.TextUtilities	1		
.chart.annotations.CategoryPointerAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.CategoryPointerAnnotation	uses	.chart.plot.PlotOrientation	2		
.chart.annotations.CategoryPointerAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.CategoryPointerAnnotation	uses	.ui.TextAnchor	1		
.chart.annotations.CategoryPointerAnnotation	uses	.data.category.CategoryDataset	1		
.chart.annotations.CategoryPointerAnnotation	uses	.chart.annotations.TextAnnotation	4		
.chart.annotations.CategoryPointerAnnotation	uses	.data.Values2D	1		
.chart.annotations.CategoryPointerAnnotation	uses	.data.KeyedValues2D	1		
.chart.annotations.CategoryTextAnnotation	extends	.chart.annotations.TextAnnotation	10		
.chart.annotations.CategoryTextAnnotation	implements	.chart.annotations.CategoryAnnotation	1		
.chart.annotations.CategoryTextAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.CategoryTextAnnotation	contains	.chart.axis.CategoryAnchor	8		
.chart.annotations.CategoryTextAnnotation	uses	.chart.plot.CategoryPlot	5		
.chart.annotations.CategoryTextAnnotation	uses	.chart.axis.CategoryAxis	2		
.chart.annotations.CategoryTextAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.CategoryTextAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.CategoryTextAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.CategoryTextAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.CategoryTextAnnotation	uses	.text.TextUtilities	1		
.chart.annotations.CategoryTextAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.CategoryTextAnnotation	uses	.ui.TextAnchor	1		
.chart.annotations.CategoryTextAnnotation	uses	.data.category.CategoryDataset	1		
.chart.annotations.CategoryTextAnnotation	uses	.data.Values2D	1		
.chart.annotations.CategoryTextAnnotation	uses	.data.KeyedValues2D	1		
.chart.annotations.TextAnnotation	contains	.ui.TextAnchor	12		
.chart.annotations.TextAnnotation	uses	.util.PaintUtilities	1		
.chart.annotations.TextAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.TextAnnotation	uses	.chart.HashUtilities	1		
.chart.annotations.TextAnnotation	uses	.io.SerialUtilities	2		
.chart.annotations.XYAnnotation	uses	.chart.plot.XYPlot	1	(mfs)	
.chart.annotations.XYAnnotation	uses	.chart.axis.ValueAxis	1		
.chart.annotations.XYAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYAnnotationBoundsInfo	uses	.data.Range	2		
.chart.annotations.XYBoxAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYBoxAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYBoxAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYBoxAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYBoxAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYBoxAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYBoxAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYBoxAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYBoxAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYBoxAnnotation	uses	.io.SerialUtilities	4		
.chart.annotations.XYBoxAnnotation	uses	.util.PaintUtilities	1		
.chart.annotations.XYBoxAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYDataImageAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYDataImageAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYDataImageAnnotation	implements	.chart.annotations.XYAnnotationBoundsInfo	1		
.chart.annotations.XYDataImageAnnotation	uses	.data.Range	4		
.chart.annotations.XYDataImageAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYDataImageAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYDataImageAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYDataImageAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYDataImageAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYDataImageAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYDataImageAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYDataImageAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYDrawableAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYDrawableAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYDrawableAnnotation	contains	.ui.Drawable	5		
.chart.annotations.XYDrawableAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYDrawableAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYDrawableAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYDrawableAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYDrawableAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYDrawableAnnotation	uses	.chart.plot.PlotOrientation	1		
.chart.annotations.XYDrawableAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYDrawableAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYImageAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYImageAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYImageAnnotation	contains	.ui.RectangleAnchor	9		
.chart.annotations.XYImageAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYImageAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYImageAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYImageAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYImageAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYImageAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYImageAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYImageAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYLineAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYLineAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYLineAnnotation	uses	.io.SerialUtilities	4		
.chart.annotations.XYLineAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYLineAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYLineAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYLineAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYLineAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYLineAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYLineAnnotation	uses	.chart.util.LineUtilities	1		
.chart.annotations.XYLineAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYLineAnnotation	uses	.util.ShapeUtilities	1		
.chart.annotations.XYLineAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYLineAnnotation	uses	.util.PaintUtilities	1		
.chart.annotations.XYPointerAnnotation	extends	.chart.annotations.XYTextAnnotation	17		
.chart.annotations.XYPointerAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYPointerAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYPointerAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYPointerAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYPointerAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYPointerAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYPointerAnnotation	uses	.text.TextUtilities	2		
.chart.annotations.XYPointerAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYPointerAnnotation	uses	.chart.plot.PlotOrientation	2		
.chart.annotations.XYPointerAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYPointerAnnotation	uses	.ui.TextAnchor	1		
.chart.annotations.XYPointerAnnotation	uses	.chart.annotations.AbstractXYAnnotation	3		
.chart.annotations.XYPointerAnnotation	uses	.chart.HashUtilities	1		
.chart.annotations.XYPointerAnnotation	uses	.io.SerialUtilities	4		
.chart.annotations.XYPolygonAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYPolygonAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYPolygonAnnotation	uses	.io.SerialUtilities	4		
.chart.annotations.XYPolygonAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYPolygonAnnotation	uses	.util.PaintUtilities	1		
.chart.annotations.XYPolygonAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYPolygonAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYPolygonAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYPolygonAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYPolygonAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYPolygonAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYPolygonAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYPolygonAnnotation	uses	.chart.HashUtilities	2		
.chart.annotations.XYShapeAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYShapeAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYShapeAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYShapeAnnotation	uses	.util.PaintUtilities	1		
.chart.annotations.XYShapeAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYShapeAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYShapeAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYShapeAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYShapeAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYShapeAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYShapeAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYShapeAnnotation	uses	.io.SerialUtilities	6		
.chart.annotations.XYShapeAnnotation	uses	.chart.HashUtilities	1		
.chart.annotations.XYTextAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYTextAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYTextAnnotation	contains	.ui.TextAnchor	13		
.chart.annotations.XYTextAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYTextAnnotation	uses	.chart.axis.ValueAxis	2		
.chart.annotations.XYTextAnnotation	uses	.chart.plot.PlotRenderingInfo	1		
.chart.annotations.XYTextAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYTextAnnotation	uses	.text.TextUtilities	2		
.chart.annotations.XYTextAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYTextAnnotation	uses	.chart.plot.PlotOrientation	2		
.chart.annotations.XYTextAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYTextAnnotation	uses	.chart.HashUtilities	1		
.chart.annotations.XYTextAnnotation	uses	.io.SerialUtilities	4		
.chart.annotations.XYTextAnnotation	uses	.util.PaintUtilities	1		
.chart.annotations.XYTitleAnnotation	extends	.chart.annotations.AbstractXYAnnotation	6		
.chart.annotations.XYTitleAnnotation	implements	.util.PublicCloneable	1		
.chart.annotations.XYTitleAnnotation	contains	.chart.util.XYCoordinateType	6		
.chart.annotations.XYTitleAnnotation	contains	.chart.title.Title	5		
.chart.annotations.XYTitleAnnotation	contains	.ui.RectangleAnchor	9		
.chart.annotations.XYTitleAnnotation	uses	.util.ObjectUtilities	1		
.chart.annotations.XYTitleAnnotation	uses	.chart.plot.XYPlot	4		
.chart.annotations.XYTitleAnnotation	uses	.chart.axis.ValueAxis	3		
.chart.annotations.XYTitleAnnotation	uses	.chart.plot.PlotRenderingInfo	2		
.chart.annotations.XYTitleAnnotation	uses	.chart.block.BlockParams	3		
.chart.annotations.XYTitleAnnotation	uses	.chart.plot.Plot	2		
.chart.annotations.XYTitleAnnotation	uses	.chart.block.RectangleConstraint	2		
.chart.annotations.XYTitleAnnotation	uses	.ui.Size2D	3		
.chart.annotations.XYTitleAnnotation	uses	.chart.block.EntityBlockResult	2		
.chart.annotations.XYTitleAnnotation	uses	.data.Range	4		
.chart.annotations.XYTitleAnnotation	uses	.chart.axis.AxisLocation	1		
.chart.annotations.XYTitleAnnotation	uses	.chart.plot.PlotOrientation	3		
.chart.annotations.XYTitleAnnotation	uses	.chart.ChartRenderingInfo	2		
.chart.annotations.XYTitleAnnotation	uses	.chart.entity.EntityCollection	2		
.chart.annotations.XYTitleAnnotation	uses	.ui.RectangleEdge	1		
.chart.annotations.XYTitleAnnotation	uses	.chart.block.Block	1		
.chart.annotations.XYTitleAnnotation	uses	.chart.block.AbstractBlock	1		
.chart.annotations.XYTitleAnnotation	uses	.chart.HashUtilities	2		
.chart.axis.Axis	contains	.ui.RectangleInsets	21		
.chart.axis.Axis	contains	.chart.plot.Plot	5		
.chart.axis.Axis	uses	.util.PaintUtilities	1		
.chart.axis.Axis	uses	.util.ObjectUtilities	1		
.chart.axis.Axis	uses	.chart.axis.AxisState	10		
.chart.axis.Axis	uses	.ui.RectangleEdge	22		
.chart.axis.Axis	uses	.chart.plot.PlotRenderingInfo	3		
.chart.axis.Axis	uses	.chart.event.AxisChangeEvent	3		
.chart.axis.Axis	uses	.chart.event.AxisChangeListener	4		
.chart.axis.Axis	uses	.chart.axis.AxisSpace	1		
.chart.axis.Axis	uses	.io.SerialUtilities	4		
.chart.axis.Axis	uses	.ui.TextAnchor	2		
.chart.axis.Axis	uses	.text.TextUtilities	3		
.chart.axis.Axis	uses	.chart.entity.AxisEntity	2	(mfs)	
.chart.axis.Axis	uses	.chart.entity.EntityCollection	2		
.chart.axis.Axis	uses	.chart.entity.ChartEntity	1		
.chart.axis.Axis	uses	.chart.ChartRenderingInfo	2		
.chart.axis.AxisCollection	uses	.chart.axis.Axis	1		
.chart.axis.AxisCollection	uses	.ui.RectangleEdge	5		
.chart.axis.AxisSpace	implements	.util.PublicCloneable	1		
.chart.axis.AxisSpace	uses	.ui.RectangleEdge	15		
.chart.axis.AxisState	uses	.ui.RectangleEdge	5		
.chart.axis.CategoryAxis	extends	.chart.axis.Axis	51		
.chart.axis.CategoryAxis	contains	.chart.axis.CategoryLabelPositions	7		
.chart.axis.CategoryAxis	uses	.chart.event.AxisChangeEvent	24		
.chart.axis.CategoryAxis	uses	.ui.RectangleEdge	49		
.chart.axis.CategoryAxis	uses	.chart.axis.AxisState	21		
.chart.axis.CategoryAxis	uses	.chart.plot.PlotRenderingInfo	4		
.chart.axis.CategoryAxis	uses	.data.category.CategoryDataset	1		
.chart.axis.CategoryAxis	uses	.data.Values2D	2		
.chart.axis.CategoryAxis	uses	.data.KeyedValues2D	2		
.chart.axis.CategoryAxis	uses	.chart.axis.AxisSpace	3		
.chart.axis.CategoryAxis	uses	.chart.plot.Plot	3		
.chart.axis.CategoryAxis	uses	.text.TextBlock	9		
.chart.axis.CategoryAxis	uses	.text.TextMeasurer	1		
.chart.axis.CategoryAxis	uses	.text.TextUtilities	1		
.chart.axis.CategoryAxis	uses	.text.G2TextMeasurer	2		
.chart.axis.CategoryAxis	uses	.chart.axis.CategoryLabelPosition	14		
.chart.axis.CategoryAxis	uses	.text.TextBlockAnchor	2		
.chart.axis.CategoryAxis	uses	.chart.axis.CategoryTick	5		
.chart.axis.CategoryAxis	uses	.chart.ChartRenderingInfo	2		
.chart.axis.CategoryAxis	uses	.chart.entity.CategoryLabelEntity	2		
.chart.axis.CategoryAxis	uses	.ui.RectangleAnchor	2		
.chart.axis.CategoryAxis	uses	.chart.entity.EntityCollection	2		
.chart.axis.CategoryAxis	uses	.chart.entity.ChartEntity	1		
.chart.axis.CategoryAxis	uses	.ui.Size2D	6		
.chart.axis.CategoryAxis	uses	.ui.RectangleInsets	6		
.chart.axis.CategoryAxis	uses	.util.ShapeUtilities	2		
.chart.axis.CategoryAxis	uses	.chart.axis.CategoryAnchor	4		
.chart.axis.CategoryAxis	uses	.chart.axis.CategoryLabelWidthType	2		
.chart.axis.CategoryAxis	uses	.chart.plot.CategoryPlot	4	(mfs)	
.chart.axis.CategoryAxis	uses	.chart.axis.Tick	1		
.chart.axis.CategoryAxis	uses	.ui.TextAnchor	1		
.chart.axis.CategoryAxis	uses	.util.ObjectUtilities	1		
.chart.axis.CategoryAxis	uses	.io.SerialUtilities	2		
.chart.axis.CategoryAxis	uses	.util.PaintUtilities	1		
.chart.axis.CategoryAxis3D	extends	.chart.axis.CategoryAxis	8		
.chart.axis.CategoryAxis3D	uses	.chart.axis.AxisState	2		
.chart.axis.CategoryAxis3D	uses	.ui.RectangleEdge	10		
.chart.axis.CategoryAxis3D	uses	.chart.plot.PlotRenderingInfo	1		
.chart.axis.CategoryAxis3D	uses	.chart.plot.CategoryPlot	4		
.chart.axis.CategoryAxis3D	uses	.chart.plot.Plot	2		
.chart.axis.CategoryAxis3D	uses	.chart.Effect3D	6		
.chart.axis.CategoryAxis3D	uses	.chart.renderer.category.CategoryItemRenderer	2		
.chart.axis.CategoryAxis3D	uses	.chart.axis.Axis	8		
.chart.axis.CategoryAxis3D	uses	.chart.axis.CategoryAnchor	4		
.chart.axis.CategoryLabelPosition	contains	.ui.RectangleAnchor	10		
.chart.axis.CategoryLabelPosition	contains	.text.TextBlockAnchor	10		
.chart.axis.CategoryLabelPosition	contains	.ui.TextAnchor	12		
.chart.axis.CategoryLabelPosition	contains	.chart.axis.CategoryLabelWidthType	9		
.chart.axis.CategoryLabelPositions	contains	.chart.axis.CategoryLabelPosition	23		
.chart.axis.CategoryLabelPositions	uses	.ui.TextAnchor	15		
.chart.axis.CategoryLabelPositions	uses	.ui.RectangleAnchor	15		
.chart.axis.CategoryLabelPositions	uses	.text.TextBlockAnchor	15		
.chart.axis.CategoryLabelPositions	uses	.chart.axis.CategoryLabelWidthType	7		
.chart.axis.CategoryLabelPositions	uses	.ui.RectangleEdge	21		
.chart.axis.CategoryTick	extends	.chart.axis.Tick	3		
.chart.axis.CategoryTick	contains	.text.TextBlock	5		
.chart.axis.CategoryTick	contains	.text.TextBlockAnchor	5		
.chart.axis.CategoryTick	uses	.ui.TextAnchor	2		
.chart.axis.CategoryTick	uses	.util.ObjectUtilities	1		
.chart.axis.ColorBar	contains	.chart.axis.ValueAxis	17		
.chart.axis.ColorBar	contains	.chart.plot.ColorPalette	12		
.chart.axis.ColorBar	uses	.chart.axis.AxisSpace	2		
.chart.axis.ColorBar	uses	.chart.plot.Plot	1		
.chart.axis.ColorBar	uses	.ui.RectangleEdge	11		
.chart.axis.ColorBar	uses	.chart.plot.ContourPlot	2	(mfs)	
.chart.axis.ColorBar	uses	.data.contour.ContourDataset	3		
.chart.axis.ColorBar	uses	.chart.plot.PlotRenderingInfo	1		
.chart.axis.ColorBar	uses	.chart.axis.AxisState	3		
.chart.axis.ColorBar	uses	.chart.axis.Axis	2		
.chart.axis.ColorBar	uses	.chart.axis.NumberAxis	3		
.chart.axis.ColorBar	uses	.data.Range	3		
.chart.axis.ColorBar	uses	.chart.plot.RainbowPalette	2		
.chart.axis.CyclicNumberAxis	extends	.chart.axis.NumberAxis	18		
.chart.axis.CyclicNumberAxis	contains	.chart.axis.Tick	7		
.chart.axis.CyclicNumberAxis	uses	.io.SerialUtilities	4		
.chart.axis.CyclicNumberAxis	uses	.chart.axis.ValueAxis	28		
.chart.axis.CyclicNumberAxis	uses	.chart.axis.AxisSpace	2		
.chart.axis.CyclicNumberAxis	uses	.chart.plot.Plot	1		
.chart.axis.CyclicNumberAxis	uses	.ui.RectangleEdge	28		
.chart.axis.CyclicNumberAxis	uses	.text.TextUtilities	1		
.chart.axis.CyclicNumberAxis	uses	.chart.axis.Axis	8		
.chart.axis.CyclicNumberAxis	uses	.util.ObjectUtilities	1		
.chart.axis.CyclicNumberAxis	uses	.util.PaintUtilities	1		
.chart.axis.CyclicNumberAxis	uses	.chart.axis.ValueTick	1		
.chart.axis.CyclicNumberAxis	uses	.ui.TextAnchor	17		
.chart.axis.CyclicNumberAxis	uses	.chart.axis.NumberTickUnit	6		
.chart.axis.CyclicNumberAxis	uses	.data.Range	22		
